100,269706
100,327436
101,462359
1015,268790
1022,288016
1022,35273
1022,403538
1022,42467
1024,292952
1026,434072
1030,465639
1031,65895
1032,222291
1038,182056
1038,22463
1043,300724
1043,6746
1044,51247
1052,363319
1052,463452
1056,162954
1056,310924
1056,352255
1056,462274
1056,68448
1059,395695
1070,264650
1070,274575
1074,247725
1074,296331
1075,449688
1077,180474
1077,225578
1077,251558
1077,349894
1077,350602
1077,3507
1077,447458
1083,361847
1083,363480
1083,387321
1083,443092
1083,458862
1086,464551
109,22782
109,337090
109,34193
109,416442
109,452870
109,466034
109,98714
1102,260050
1102,267846
1102,341559
1105,397630
1105,470492
1105,62462
1114,146785
1114,151224
1114,172162
1114,181314
1114,197436
1114,263565
1114,301503
1114,305557
1114,309220
1114,317340
1114,330859
1114,339237
1114,343321
1114,383559
1114,39214
1114,420208
1114,423294
1114,43768
1114,444761
1114,466346
1114,51815
1114,56453
1114,59349
1114,72970
1115,375671
1129,452755
1129,54109
1136,42900
1136,461901
1137,429029
1138,46309
1145,318599
1145,431222
1145,436060
1145,442810
1145,84301
1158,363453
1160,313293
1172,60211
1172,74531
1175,402463
1179,76278
1185,356298
1185,471429
1185,47778
1189,297127
1189,311091
1189,434168
1189,50390
1189,53158
1189,71692
1189,99433
1193,95087
1193,95654
1202,72224
1212,176012
1212,219111
1212,258679
1212,279852
1212,306111
1212,311189
1212,318453
1212,387684
1212,404417
1212,426552
1212,456343
1212,87063
1227,371310
1227,465487
1230,194148
1230,366783
1230,53336
1235,49040
1241,94793
1246,23537
1246,40790
1246,449737
1246,46007
1246,67585
1246,78593
1246,99009
1248,342287
1253,403525
1253,5212
1258,298345
1262,204249
1262,225338
1262,394510
1268,61894
1273,46967
1277,255609
1277,365803
1277,440069
1278,64329
1292,221728
1297,83825
1299,139047
1299,43787
1316,376139
1323,466020
1324,348583
1324,405934
1328,16065
1328,219284
1328,257592
1328,298598
1328,394734
1328,6150
1328,93793
1328,99097
1346,345924
1346,402053
1346,69929
1350,214303
1350,354392
1355,352999
1355,73488
1359,63296
1360,395250
1360,56139
1363,17378
1363,53521
1378,313676
1382,197775
1389,273388
1389,275045
1389,407470
1389,434287
1392,245415
1394,317218
1394,338855
1409,28421
1413,320388
1413,384583
1413,445564
1413,61637
1419,91413
1422,85020
1426,397293
1426,41185
1426,99126
1431,211569
1431,440224
1431,455882
1431,87474
1439,373969
1439,430624
1439,59876
1444,418781
1445,199955
1445,217027
1445,300918
1445,32208
1445,328990
1445,429926
1445,49334
1445,70663
1445,96090
1447,380660
1447,419935
1451,447936
1463,460839
1464,192413
148,21816
148,261842
1494,3762
1504,307962
1504,330737
1504,343640
1504,369623
1504,444341
1504,92824
1513,39350
1513,54346
1517,301596
1517,372416
1527,367145
1527,380539
1527,394073
1527,404302
1527,457671
1527,462956
1527,5629
1527,62502
1527,72726
1527,82988
1539,49967
154,426809
154,45173
1544,42453
1545,381566
1558,201471
1558,253852
1558,355247
1560,195203
1563,91787
1565,377118
1567,380007
1572,214555
1572,220229
1572,220349
1572,257764
1572,258970
1572,288114
1572,311982
1572,369880
1572,370813
1572,372021
1572,412636
1572,447856
1572,458273
1572,467096
1572,50597
1572,53363
1572,62394
1582,425841
1582,85085
1591,218463
1591,235560
1591,358101
1591,39469
1591,430430
1593,189694
1593,268822
1593,409704
1593,98116
1606,308436
1606,32769
161,380880
1611,378546
1611,466508
1611,69904
1613,235754
162,59538
1631,37173
1631,401632
1646,350887
1646,76130
1647,31823
165,39597
1658,304287
1658,408439
1658,52022
1661,402306
1667,349514
1677,286849
1688,84877
169,269754
1691,296438
1717,18700
1717,376484
1719,449765
1724,249784
1724,299874
1724,374304
1724,374314
1724,389374
1724,411455
1724,439133
1724,465695
1724,466018
1724,63856
1735,189313
1737,354159
175,326582
175,34080
1751,341776
1759,276703
1760,305762
1760,366898
1760,411297
1760,419480
1760,66366
1760,94919
1763,99119
1767,54301
1773,219279
1773,286978
1773,293575
1773,311420
1773,35673
1773,362945
1773,383893
1773,460037
1773,76310
1776,280836
1776,323932
1776,380726
1776,397621
1776,68731
1776,80008
1780,337892
1780,38305
1780,413949
1780,428838
1780,458489
1780,6291
1780,66372
1780,70982
1783,280184
1788,325632
1793,27632
1793,76866
1793,97929
1794,448079
1794,461831
1799,420806
1801,423006
1801,468240
1801,7714
1801,96720
1806,361276
1822,339042
1822,431055
1822,436096
183,373770
1837,262154
1837,419540
1837,452032
1839,181701
1839,340775
1839,70449
1839,93598
1850,328611
1850,330784
1850,352564
1850,69925
1866,80655
188,447433
192,78573
1925,20949
1925,266907
1925,306975
1925,65075
1925,78545
1929,219853
1947,370755
1947,82818
1968,316515
1978,294642
2009,418264
2017,318033
2017,421604
2017,439221
2017,54667
2017,72835
2021,278199
2023,42049
2023,469355
2023,7352
2036,409288
2037,344557
2038,144806
2038,335613
2046,83272
2047,245052
2049,349137
2049,362632
2049,455093
2062,418560
2070,272019
2070,395000
2070,416287
2071,86300
2086,439253
2106,333717
2106,35342
2106,53656
2106,69993
2106,96836
2109,438159
2121,189366
2121,20149
2121,227647
2121,3863
2121,449382
2121,76398
2122,413429
2126,407002
2126,98064
2130,232223
2130,30652
2140,178958
2142,319066
2161,256991
2161,337465
2161,5752
2170,340804
2170,397839
2170,55193
2170,98567
2173,406447
2223,138002
2223,442738
2223,445562
2223,454110
2228,377561
2228,456589
2230,88370
2241,407276
2243,462911
2247,386538
2249,81694
2267,423103
2280,351303
2280,52206
2285,201920
2288,391043
229,395066
2294,338160
2299,221287
2299,450428
23,44689
231,217711
2312,356047
2312,463091
2315,249829
2315,30271
2315,333147
2315,340127
2315,351200
2315,356899
2315,373981
2315,413280
2315,414066
2315,45251
2315,456380
2315,5480
2315,96926
2319,15662
2319,288573
2319,412123
2339,175312
2339,249621
2339,328086
2339,362083
2339,397246
2339,400883
2339,442816
2339,452411
2342,458105
2367,184263
2367,210686
2367,241175
2367,244438
2367,245322
2367,259826
2367,298056
2367,304334
2367,33449
2367,357432
2367,375430
2367,411219
2367,429817
2367,43928
2367,445646
2367,456590
2367,465406
2367,59577
2367,64632
2367,83865
2372,292956
2372,426614
2372,5060
2379,421870
2390,242371
2390,371110
2391,2257
2422,222210
2422,23142
2422,251800
2422,325862
2422,60762
2422,85703
2423,278942
2427,360621
245,310166
245,338921
245,351490
245,353018
245,423212
245,468684
2460,8777
2461,161952
2461,452664
2461,50628
2464,139524
2464,203153
2464,242147
2464,254447
2464,285236
2464,326150
2464,339126
2464,348193
2464,356410
2464,361748
2464,376888
2464,378910
2464,393559
2464,421359
2464,425915
2464,435436
2464,442127
2464,46647
2464,468357
2464,49914
2464,5023
2464,54602
2464,83315
2464,92604
2480,41569
2480,439555
2487,55577
2494,64983
2500,399869
2525,20456
2533,452120
2538,417454
2554,183597
2554,187417
2554,235066
2554,320474
2554,348174
2554,420776
