378466,227
287144,1136
378465,108
228051,2058
228050,297
287142,2611
287143,2339
378468,271
370255,2411
89371,3595
89372,1156
89373,2773
89374,1909
425878,3595
89378,830
378462,301
425872,2952
281773,2650
287141,1724
5989,597
265916,776
123850,1361
5983,1175
5981,3218
5987,1572
52737,2761
320598,2558
218135,1502
244768,1279
360605,1093
252560,3380
89370,857
458333,2413
458334,1114
401249,2336
458336,459
401247,1230
458338,1429
401245,2489
401244,3268
370257,3937
97158,3464
370251,2469
97151,3801
97150,972
97156,3091
97155,842
29683,1611
260299,2570
260298,3055
370253,1519
425864,1096
260292,2594
260291,1793
260297,245
260295,2400
260294,1773
270,1450
271,1869
272,2451
274,487
16708,2111
276,1591
286232,2290
16705,3894
16704,3764
16706,3506
16701,2305
286238,3065
16703,1626
16702,882
323053,792
88022,3241
88021,580
323050,842
323056,791
88025,2052
88024,3250
370259,956
88028,2086
101358,3823
370258,1647
353520,6
119865,2554
42083,3577
119866,2456
373362,667
119862,3313
80278,272
235969,3603
235967,339
235965,791
42080,1773
256900,490
235960,2339
176063,292
49568,192
176064,1230
176065,2611
247467,3380
49567,245
247463,1350
253569,1129
398662,271
163398,394
353269,3606
353267,3157
463000,1203
463003,1544
286896,2456
463004,1318
463006,1160
250999,1592
353522,394
316998,2315
250993,3232
250992,1129
42088,2122
250996,1137
250994,2254
168083,469
168081,527
168085,3442
39197,1696
160258,251
160259,2620
46861,3767
46860,2315
46863,481
46862,1980
160252,3098
160253,2611
46867,1063
46866,293
61954,1431
320500,3076
320502,1478
194088,485
163507,2161
163506,3787
163503,2847
163502,2598
163501,1185
163500,3065
82442,1429
373498,873
462169,3442
127471,3076
117701,1611
462357,3987
462354,3019
462355,2776
462353,1114
440972,556
326959,2210
373499,1231
228167,2801
285157,3751
462166,145
285150,1952
285153,646
323893,3257
323892,2061
256125,2379
256120,3617
228166,1611
323890,3929
256128,242
256129,2594
290487,2315
290486,3214
290481,2611
290480,3253
290483,1611
290482,2398
290489,3380
385730,1328
467809,2787
467808,3595
467805,153
467807,481
467801,1392
433888,3312
433889,3511
242148,153
433884,3218
433885,1882
433886,2339
242144,93
433882,2121
433883,3407
303231,1212
303230,2031
303233,3816
380857,827
303235,857
303234,3689
303237,2287
303236,278
27617,2342
303238,1611
27614,3594
58701,2546
239225,71
235389,1837
388670,1331
174681,2060
263179,2611
174683,2210
174684,2473
192884,459
192885,3074
263173,857
388679,931
263171,225
83766,385
263177,1328
263176,2750
263175,873
263174,1156
446242,119
446243,873
446246,1157
213952,2690
228162,1052
65888,3442
65889,3385
114892,2961
65881,2699
65883,1801
257655,123
257651,567
257650,1137
257653,1035
257652,2094
257658,394
235386,2677
458330,1959
446867,1773
52813,3637
461075,504
461073,2422
461070,931
461071,742
461079,3891
60902,2126
381724,3065
428330,656
428336,2847
428337,3980
60904,345
60905,638
107893,2380
60908,1065
26565,1134
26562,3682
381728,2611
26560,2611
107894,1389
420100,1080
420103,39
256718,23
420105,1070
420106,3877
175971,412
277909,1607
122888,3312
423458,426
150168,2130
423456,2332
150166,3407
150165,3595
446865,3946
423452,993
134732,3464
150160,50
92886,2337
92887,507
419483,927
92882,3602
92880,3257
92881,974
179596,1261
316124,997
419486,3555
316123,3442
59736,162
266453,2979
266452,1202
266451,2290
266450,2911
266457,1962
425688,2852
266455,2438
266454,374
425687,3565
266458,245
425681,3965
425680,1856
189424,3888
425682,272
424158,396
310904,202
424153,1232
424150,2934
424151,2997
424156,2243
424157,527
424154,1022
424155,813
355068,35
458852,2813
431622,1611
431623,3577
431620,2938
431626,667
431627,1044
431625,821
250386,1955
105638,2319
446861,3076
141848,1114
141849,3932
141846,1439
141847,2329
141844,481
141845,3191
105635,2170
141843,3040
371830,1114
260886,3065
260884,2813
260885,1114
260882,3813
260883,2117
309422,1361
309423,1449
109833,473
309426,2159
260888,1737
309425,2065
301219,1426
301218,1022
330909,2052
330905,1392
301213,1445
330906,466
330901,1017
330903,2146
301216,2339
351691,2398
351695,1332
351696,1258
343271,982
343277,567
343279,792
121442,556
402848,2675
386844,85
386847,485
386846,346
386843,2121
386842,415
402840,99
415488,1350
402843,2023
402844,2850
402845,810
402847,1230
286235,2575
121447,2161
408295,2357
408294,1993
408293,905
286231,3549
265105,1114
408299,2461
102366,1382
102367,1611
102364,1611
295517,109
102362,1748
295511,830
239544,355
15702,2086
277,1185
82460,1586
15705,5
15706,2759
15707,2549
389146,3860
9755,3730
259474,1389
9751,2290
259473,3697
9759,2197
269733,2496
269732,3421
233039,3065
24145,3018
471929,1022
302743,3774
187419,3603
187418,1389
233033,103
187416,2161
471927,3638
471926,439
187413,2078
233036,1414
187411,3901
233034,1955
222055,1970
77383,1422
176618,3232
45052,1212
11848,2339
54277,3748
54276,3250
298643,1022
298642,109
388136,3177
344722,2851
298646,2646
298645,1924
88026,3374
375201,2157
136856,1350
136854,3268
136853,1570
136852,3176
136851,3664
136850,60
11843,1312
54271,1229
157249,1212
380662,2997
346386,2759
346387,841
157244,1378
157243,1780
346381,1070
323058,3417
347039,3561
347038,1837
347037,1114
347036,3427
347035,3077
263136,3875
347031,2357
447380,2319
447383,2265
447385,2121
447386,1346
447388,2141
447389,1158
52469,1611
445720,199
268461,93
445722,857
268464,3208
445725,3816
77387,391
445727,1584
234560,3999
169926,3612
234562,1724
169924,3065
169923,857
234565,6
169921,2577
234567,3594
390493,3932
109839,851
137877,103
163109,2543
52462,2671
299519,556
17253,3065
7560,908
345899,3449
299510,1639
52464,3701
299512,3772
299513,742
299514,2398
345892,481
345891,2974
345890,3737
183413,3024
183412,674
183417,390
374558,103
183414,2071
374556,813
374557,245
183419,118
374555,1043
374550,600
374551,3988
180143,3602
72548,1175
180146,723
180148,1724
44809,2742
374752,1793
23266,972
230719,563
230718,3696
132660,1211
188779,327
132663,3595
230713,3404
230712,742
230711,567
188773,60
132669,1793
23268,3065
23269,1759
374753,2554
367159,41
460655,1611
191935,2938
165834,2469
367154,3018
218092,487
367155,1468
218096,3382
218094,2997
218095,2963
95793,1039
348529,119
53736,3937
448836,38
448834,1114
448830,3783
448839,2086
239015,3595
107286,1022
107287,1070
107282,1611
107283,103
107280,1279
107281,656
402030,280
402033,2094
402035,3690
107288,1328
107289,2339
367091,769
247469,2058
325327,3348
325326,422
465617,1115
205396,1738
205394,1328
205390,2017
247465,2611
131315,2009
231049,1394
131316,2339
131310,1114
131313,1086
231040,600
231042,2605
231043,2610
231045,119
231046,3525
231047,1114
84220,3876
84223,2465
155689,1167
363199,1850
461896,118
219322,526
219320,3318
219324,3076
219329,594
413032,876
411430,3905
436994,3320
411433,1639
243737,1245
203948,497
203949,546
203941,3446
203942,2339
203943,3407
203945,2360
203947,2290
135944,2909
452410,1129
452416,3167
452417,3895
135942,2554
135943,2716
135948,2078
461899,2339
36706,3076
170916,3422
170911,1572
170913,2368
5054,3380
170918,481
5051,1361
5053,99
38569,339
204446,2071
204447,3877
204440,870
204441,567
204442,894
204443,1171
38561,2776
38560,2650
204449,1258
281074,2473
281075,3886
320299,2078
250998,3847
320291,3055
329374,2121
236905,3417
18891,1346
236901,857
236902,14
236903,1570
321161,1394
455197,3076
455194,60
455195,1587
455192,2038
321164,2680
455190,32
455191,1696
13895,2938
246200,3380
136660,1328
252432,1583
252433,3257
438864,3703
252436,3170
175243,3067
175242,2243
252439,3076
175247,2339
175246,3110
175245,609
306941,1969
241576,1426
123941,949
123940,2411
123947,1031
468158,1738
123945,1962
123944,2352
300870,3442
300871,1646
227823,1150
300875,2240
300879,340
398737,286
398730,654
398731,2049
426709,1024
323989,3877
83635,291
83633,1724
83632,1504
83631,413
323982,16
323985,469
304359,3202
83639,103
323986,3138
19356,1202
272806,2985
272801,1329
272800,1235
272803,3663
272802,3965
272809,3191
272808,2845
6958,1083
312288,3255
417368,3241
417367,188
417365,2367
417364,3065
174112,3628
304354,2805
174117,3905
353814,337
269187,3149
451992,1114
451993,3093
451990,2086
451991,2134
451995,756
353810,3909
451998,3065
324723,3905
44912,490
44911,2422
44917,1359
46865,2535
337164,526
226505,3327
226504,1641
242435,2159
207099,2938
226501,355
242432,1328
226509,103
423256,3232
296877,74
213185,372
213184,3157
213187,2798
213186,567
